"Sample01" "Sample02" "Sample03" "Sample04" "Sample05" "Sample06" "Sample07" "Sample08" "Sample09" "Sample10" "Sample11" "Sample12" "Sample13" "Sample14" "Sample15" "Sample16" "Sample17" "Sample18" "Sample19" "Sample20" "Sample21" "Sample22" "Sample23" "Sample24" "Sample25" "Sample26" "Sample27" "Sample28" "Sample29" "Sample30" "Sample31" "Sample32" "Sample33" "Sample34" "Sample35" "Sample36" "Sample37" "Sample38" "Sample39" "Sample40" "Sample41" "Sample42" "Sample43" "Sample44" "Sample45" "Sample46" "Sample47" "Sample48" "Sample49" "Sample50" "Sample51" "Sample52" "Sample53" "Sample54" "Sample55" "Sample56" "Sample57" "Sample58" "Sample59" "Sample60" "Sample61" "Sample62" "Sample63"
"Microbe1237" 9 146 814 2 17 691 12 301 434 29 0 40 2 34 48 11 103 6 1 11 115 1 218 31 6 24 341 20 127 6 3 1 81 256 52 59 109 275 2 86 2 72 74 2 27 344 0 1 9 26 164 14 0 11 9 0 5 1 0 0 1 0 3
"Microbe1238" 0 1 0 0 0 0 0 20 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1239" 7 0 1 2 2 5 4 1 0 0 0 7 0 0 2 0 10 1 0 0 0 0 1 1 0 1 0 2 7 0 1 1 1 0 0 0 2 0 0 1 0 1 0 1 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1240" 0 0 0 0 1 0 1 2 0 0 0 0 0 9 0 0 2 0 0 0 0 0 0 0 0 0 4 9 0 0 0 0 0 0 1 0 2 0 1 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1241" 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 3 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1242" 0 0 0 0 0 0 0 0 6 0 0 0 0 0 6 0 9 0 0 0 0 0 0 2 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
"Microbe1243" 3 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1244" 33 486 159 5 22 267 38 1 7 293 0 3 0 12 24 1 4 1 0 3 17 0 4 7 20 7 33 33 0 1 5 13 5 0 0 2 6 0 2 4 0 2 0 1 8 412 1 2 0 0 0 78 0 0 0 1 0 0 8 0 0 0 0
"Microbe1245" 0 0 0 0 0 0 0 13 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1246" 2 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 4 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1247" 2 0 0 0 0 0 1 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"Microbe1248" 17 10 0 2 10 11 0 0 0 0 0 0 0 0 0 0 22 0 0 0 28 0 2 0 0 0 0 19 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0
"Microbe1249" 0 0 0 5 0 6 100 1322 3 0 3 6 0 41 2 34 0 4 6 114 17 1 32 73 6 62 15 0 0 1 27 15 63 32 198 7 4 67 7 358 0 14 161 12 1 2 0 6 30 5 30 0 0 0 54 0 0 1 0 0 0 1 0
"Microbe1250" 3 3 2 2 0 1 1 2 2 3 0 0 0 0 0 4 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1251" 0 1 5 2 1 4 6 6 1 0 0 0 0 0 0 0 7 2 0 0 0 0 4 0 0 1 2 0 6 2 1 1 0 1 0 0 2 8 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1252" 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1253" 0 1 0 0 0 36 1 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 2 0 25 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 20 0 0 0 0 0 1 0 0 0 0 0
"Microbe1254" 0 0 7 3 0 0 4 11 1 0 1 1 0 0 0 0 1 1 1 0 0 0 1 0 1 1 4 0 4 0 3 2 1 1 0 0 3 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Microbe1255" 4 0 0 0 7 9 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1256" 9 0 2 0 7 54 0 0 1 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"Microbe1257" 0 0 0 0 0 0 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 5 1 0 0 0 0 2 0 1 0 1 0 46 0 3 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1258" 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1259" 0 0 26 8 0 3 26 62 6 2 0 2 0 36 108 0 0 0 0 1 0 0 2 3 14 2 7 8 28 4 0 7 14 0 18 2 3 1 1 24 0 9 2 0 0 3 0 0 0 0 0 0 0 0 0 1 1 0 2 0 0 0 0
"Microbe1260" 1 0 3 1 1 3 3 4 2 0 1 2 0 2 0 0 0 0 0 0 0 0 2 0 3 1 5 2 4 2 0 10 3 2 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0
"Microbe1261" 10 2 1 1 7 0 4 0 0 0 0 3 0 1 1 0 1 0 0 0 0 0 0 1 0 4 0 1 0 0 0 1 1 0 0 0 0 1 0 1 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1262" 0 0 0 0 0 1 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1263" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1264" 15 843 9 54 8 50 101 215 9 285 8 21 0 113 22 170 89 6 22 156 12 23 14 174 32 119 44 258 386 29 40 78 47 69 60 23 24 364 3 73 1 12 1 38 235 25 3 1 1 2 6 17 0 4 1277 0 5 3 0 0 0 2 0
"Microbe1265" 0 6 0 1 0 0 1 5 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 1 1 0 1 0 16 1 1 0 0 1 4 0 1 2 0 0 8 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"Microbe1266" 6 0 0 2 4 4 1 1 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 8 1 0 1 0 1 1 0 0 1 0 1 0 1 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1267" 18 2 25 20 13 8 3 168 31 0 0 15 0 7 2 53 8 1 0 6 47 16 66 23 2 15 3 4 1 2 21 0 2 3 53 10 4 403 0 40 1 0 34 4 20 63 1 1 8 1 0 1 1 1 13 0 0 1 1 0 0 0 3
"Microbe1268" 0 0 0 0 0 2 32 616 0 0 24 0 0 104 0 1 1 0 20 17 0 9 4 310 1 131 271 2 0 0 0 25 5 990 230 132 84 3 1 859 0 45 182 0 0 0 4 1 0 37 257 0 0 0 0 0 0 6 0 0 0 3 0
"Microbe1269" 0 0 0 10 1 1 38 85 3 0 1 0 0 58 52 9 0 1 0 4 0 1 6 8 20 20 52 0 22 5 0 27 3 48 19 3 16 278 5 23 0 4 8 7 0 1 0 2 2 10 11 0 0 0 39 0 0 0 0 0 0 0 1
"Microbe1270" 167 116 251 281 124 544 98 1 62 68 5 468 7 35 110 10 266 1 0 31 348 41 30 34 305 167 0 169 295 336 220 37 42 6 1 5 3 4 2 22 45 26 0 88 120 436 9 34 1 0 0 27 2 59 12 2 17 1 3 4 2 0 0
"Microbe1271" 2 0 3 0 0 10 1 0 0 0 0 1 0 0 0 1 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"Microbe1272" 0 0 0 0 0 1 0 23 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1273" 0 0 0 0 0 0 0 173 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 4 0 1 0 0 0 0 1 5 0 1 2 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0
"Microbe1274" 377 19 63 284 194 284 275 46 35 10 58 492 1 111 80 76 73 4 2 50 400 17 28 241 113 233 66 214 206 145 270 85 156 55 9 47 26 23 8 181 6 72 6 228 114 76 6 47 0 1 1 29 4 27 54 2 9 4 2 0 1 0 0
"Microbe1275" 0 0 0 8 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 4 0 2 0 0 0 0 0 0 0 0 4 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1276" 3 32 0 2 2 12 5 0 3 37 0 0 0 1 23 0 2 0 0 1 0 1 1 1 9 4 0 5 33 3 2 13 1 1 1 13 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 7 0 0 1 0 0 0 0 1 0 0 0
"Microbe1277" 0 32 0 0 0 1 2 1 0 39 0 1 0 7 0 0 1 0 0 0 0 0 4 0 0 0 2 4 5 0 0 1 7 0 0 0 0 0 0 10 1 3 0 0 0 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"Microbe1278" 0 0 0 0 0 0 18 59 0 0 1 0 0 2 0 2 0 0 0 59 0 0 0 9 0 35 1 0 0 0 0 30 1 1 20 13 0 78 0 17 0 0 2 1 0 0 0 2 0 0 0 0 0 0 46 0 0 0 0 0 0 0 0
"Microbe1279" 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Microbe1280" 18 113 35 13 15 10 272 67 3 121 1 4 2 49 75 6 40 3 0 45 7 13 25 54 20 63 30 213 148 10 4 218 4 68 21 23 19 8 4 42 6 4 0 13 78 22 1 4 0 0 10 3 0 0 24 1 3 1 0 0 0 0 0
"Microbe1281" 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 1 1 0 1 5 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1282" 0 0 0 1 0 6 3 6 0 1 0 2 0 0 0 0 0 0 0 4 0 0 0 0 0 2 0 2 1 0 2 1 4 22 0 1 0 6 0 0 0 4 0 10 8 1 0 0 0 0 2 0 0 0 15 1 0 0 0 0 0 0 0
"Microbe1283" 0 0 0 0 0 1 8 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1284" 169 7 29 30 22 8 26 69 18 4 0 19 1 2 27 3 28 2 0 19 5 0 25 3 16 2 10 7 22 7 30 7 1 8 8 1 2 42 0 14 0 2 8 15 8 31 1 16 1 0 0 0 0 3 14 0 0 0 1 1 0 0 0
"Microbe1285" 4 1 10 3 1 2 8 2 0 0 1 7 0 1 0 0 1 0 1 0 3 0 15 2 2 0 11 2 2 0 0 5 0 0 0 0 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"Microbe1286" 0 0 3 0 0 0 0 0 0 0 0 1 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1287" 0 0 0 0 0 2 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 2 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1288" 49 66 23 15 18 24 54 46 7 33 2 12 0 11 17 15 53 1 5 13 6 3 5 23 18 16 14 15 26 5 8 21 12 33 18 11 6 23 0 5 11 6 0 10 18 24 0 1 2 0 2 2 0 7 7 0 0 0 3 1 0 0 0
"Microbe1289" 1455 124 37 545 674 563 560 47 106 173 70 561 4 107 222 14 417 2 1 75 386 39 33 163 242 358 32 776 382 227 102 311 124 3 13 6 9 1 10 99 58 105 0 63 449 24 10 12 0 1 0 66 5 49 7 1 12 0 24 2 0 1 0
"Microbe1290" 0 0 5 1 0 8 11 2 0 1 0 0 0 2 0 0 1 0 0 0 0 0 5 0 2 0 5 0 1 0 0 4 0 0 0 0 4 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1291" 0 0 0 0 0 0 8 0 7 0 0 1 0 0 0 7 0 2 0 0 0 0 0 2 0 0 0 6 0 0 0 7 18 1 0 0 0 0 0 6 0 1 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1292" 10 0 0 0 3 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1293" 3 0 2 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1294" 0 0 1 0 0 1 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"Microbe1295" 0 0 2 1 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1296" 0 0 6 1 0 0 1 0 0 0 0 2 0 4 0 0 0 0 0 0 0 0 0 0 6 0 0 1 0 4 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1297" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0
"Microbe1298" 0 0 1 0 0 0 11 0 0 0 9 2 0 7 0 2 0 0 0 0 0 1 2 12 1 1 0 1 1 0 0 21 0 67 0 2 0 38 0 15 2 0 0 1 0 1 0 0 0 0 3 0 0 0 1 1 0 0 0 1 0 1 0
"Microbe1299" 47 0 4 4 22 37 4 199 0 0 0 4 0 0 0 1 0 0 0 0 0 0 0 2 0 0 5 0 9 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 6 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1300" 958 1009 334 577 386 423 955 286 185 1161 28 360 9 233 245 30 269 3 2 150 116 12 20 145 184 302 145 839 408 145 109 419 252 129 97 56 52 8 12 171 25 153 0 58 751 296 4 28 1 2 0 64 1 39 35 3 11 4 9 0 1 1 1
"Microbe1301" 5 3 1 4 0 2 2 0 0 0 0 5 0 1 0 0 0 0 0 0 14 2 3 3 2 3 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1302" 3100 26 16 346 2304 3736 36 16 63 19 0 1494 3 1 48 41 104 0 0 2 192 1 7 10 37 1 8 605 87 24 0 5 1 1 5 2 2 1 0 16 6 0 0 0 1497 18 1 0 0 0 0 148 4 17 0 0 2 0 37 1 0 0 0
"Microbe1303" 0 0 0 1 0 2 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1304" 2 1 1 2 1 1 1 0 0 0 1 2 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 3 1 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0
"Microbe1305" 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1306" 48 48 1 29 29 41 20 1 3 42 0 33 1 11 65 0 19 1 0 0 26 1 1 2 11 9 2 95 4 10 6 11 3 0 0 0 0 0 0 6 1 11 2 1 96 1 2 0 0 0 0 7 0 2 0 0 0 0 4 0 0 0 0
"Microbe1307" 1 2 0 0 0 0 0 3 1 5 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 3 1 0 4 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1308" 1 0 0 41 1 0 0 0 1 1 0 0 0 0 2 0 0 1 0 1 0 0 0 0 1 19 0 1 1 1 2 0 0 0 0 0 0 1 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1309" 26 32 14 17 16 14 29 27 3 31 4 11 0 10 9 8 6 1 0 9 7 47 2 12 7 14 14 16 19 8 7 19 8 21 12 2 6 6 2 8 1 3 6 3 26 8 3 5 1 1 1 0 0 0 13 0 0 0 1 0 0 0 0
"Microbe1310" 0 0 0 1 0 2 10 0 0 1 0 2 0 0 0 0 1 0 0 0 0 0 19 0 2 0 3 0 0 0 0 19 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
"Microbe1311" 0 3 5 6 1 12 2 12 1 0 0 2 0 2 8 6 0 1 0 0 2 0 1 4 17 8 1 0 2 5 31 2 2 6 3 0 1 10 0 1 0 1 0 10 0 2 0 7 2 1 0 1 0 0 15 1 0 0 0 0 0 0 0
"Microbe1312" 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 3 0 1 0 1 1 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1313" 0 0 0 14 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1314" 14 2 493 20 13 9 8 539 5 3 0 1 0 36 20 2 155 0 0 0 0 4 21 9 1 0 9 119 6 4 0 22 0 1 160 7 2 38 2 46 0 1 35 0 140 123 0 1 0 0 0 0 0 2 11 4 0 0 0 0 0 0 1
"Microbe1315" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 2 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1316" 7 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1317" 0 0 1 1 0 1 5 0 0 0 1 1 0 2 0 0 0 3 0 0 0 0 2 0 0 0 1 2 0 0 0 0 0 2 1 0 3 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1318" 1 1 0 0 0 1 0 7 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1319" 11 0 6 3 5 47 10 0 0 0 0 6 0 0 0 0 4 0 0 0 0 0 2 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1320" 0 0 2 2 2 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1321" 0 0 1 1 0 0 90 43 0 0 0 0 0 3 0 13 0 47 0 0 1 271 0 21 19 8 34 0 1 45 0 10 0 0 19 0 20 5 0 73 0 0 13 187 0 2 17 0 4 1 0 0 0 0 0 0 0 0 0 0 0 1 0
"Microbe1322" 0 8 0 0 0 0 24 5 0 4 4 0 0 23 0 6 0 2 0 26 0 0 0 3 0 1 9 0 48 0 3 21 0 26 2 0 0 26 0 18 1 0 1 58 0 0 0 1 3 0 1 0 0 0 51 0 0 0 0 0 0 0 0
"Microbe1323" 0 0 4 3 2 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 4 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1324" 2 0 2 4 1 1 0 0 1 0 0 1 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 9 1 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"Microbe1325" 1255 210 802 1526 866 1367 1973 1164 272 362 16 379 25 98 523 213 2248 85 4 317 605 57 169 300 1602 438 237 840 1059 1364 1265 485 537 233 229 38 81 331 8 117 67 339 9 1068 1051 976 8 209 32 10 30 168 16 389 600 4 46 2 65 3 11 1 6
"Microbe1326" 7 100 459 15 0 3 85 271 48 48 4 8 0 116 1 44 2 2 0 2 29 33 49 342 9 16 123 1 125 3 0 28 0 26 70 9 39 492 9 133 10 0 13 6 1 212 6 0 35 18 11 0 0 0 16 2 0 0 0 0 0 4 0
"Microbe1327" 0 0 0 0 0 0 1 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1328" 1 1 0 0 1 1 1 11 2 1 0 1 0 1 1 2 2 0 0 0 0 2 6 1 0 1 8 1 2 0 0 1 0 1 2 0 7 1 0 1 0 0 1 0 2 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1329" 4 1 0 1 0 0 0 0 0 1 1 4 0 0 0 1 1 0 0 0 0 0 1 0 2 1 0 1 0 0 0 2 0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0
"Microbe1330" 6 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 10 0 0 0 1 0 0 1 0 1 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1331" 2 0 2 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1332" 1 0 0 1 0 0 20 1 0 0 0 0 0 3 0 49 1 0 0 0 0 1 5 12 0 9 9 0 10 0 0 17 2 5 1 45 1 0 1 0 0 0 0 0 0 0 0 1 5 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1333" 5 2 1 0 3 3 1 1 0 0 0 2 0 0 2 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe1334" 8 1 0 0 5 0 0 0 0 0 0 0 0 0 0 0 52 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0
"Microbe1335" 8 0 0 0 2 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"Microbe1336" 0 0 1 0 0 2 1 1 0 0 0 0 0 0 0 0 1 3 0 1 0 0 0 0 0 0 0 0 2 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
